run_id,backend,tap,nguong,so_genuine,so_impostor,tp,fp_impostor,fp_nham_nguoi,fn,tn,far,frr,ti_le_gan_nham,accuracy,precision,recall
bench_recognize_dlib_20260908_0707,dlib,kiem-chuc-nang,0.8169216513633728,22,162,21,162,1,0,0,1.0,0.0,0.045454545454545456,0.11413043478260869,0.11413043478260869,0.9545454545454546
bench_recognize_dlib_20260908_0707,dlib,kiem-chuc-nang,0.8177272078379914,22,162,21,161,1,0,1,0.9938271604938271,0.0,0.045454545454545456,0.11956521739130435,0.11475409836065574,0.9545454545454546
bench_recognize_dlib_20260908_0707,dlib,kiem-chuc-nang,0.8185327643126099,22,162,21,161,1,0,1,0.9938271604938271,0.0,0.045454545454545456,0.11956521739130435,0.11475409836065574,0.9545454545454546
bench_recognize_dlib_20260908_0707,dlib,kiem-chuc-nang,0.8193383207872286,22,162,21,161,1,0,1,0.9938271604938271,0.0,0.045454545454545456,0.11956521739130435,0.11475409836065574,0.9545454545454546
bench_recognize_dlib_20260908_0707,dlib,kiem-chuc-nang,0.8201438772618471,22,162,21,161,1,0,1,0.9938271604938271,0.0,0.045454545454545456,0.11956521739130435,0.11475409836065574,0.9545454545454546
bench_recognize_dlib_20260908_0707,dlib,kiem-chuc-nang,0.8209494337364657,22,162,21,161,1,0,1,0.9938271604938271,0.0,0.045454545454545456,0.11956521739130435,0.11475409836065574,0.9545454545454546
bench_recognize_dlib_20260908_0707,dlib,kiem-chuc-nang,0.8217549902110842,22,162,21,161,1,0,1,0.9938271604938271,0.0,0.045454545454545456,0.11956521739130435,0.11475409836065574,0.9545454545454546
bench_recognize_dlib_20260908_0707,dlib,kiem-chuc-nang,0.8225605466857029,22,162,21,161,1,0,1,0.9938271604938271,0.0,0.045454545454545456,0.11956521739130435,0.11475409836065574,0.9545454545454546
bench_recognize_dlib_20260908_0707,dlib,kiem-chuc-nang,0.8233661031603214,22,162,21,160,1,0,2,0.9876543209876543,0.0,0.045454545454545456,0.125,0.11538461538461539,0.9545454545454546
bench_recognize_dlib_20260908_0707,dlib,kiem-chuc-nang,0.82417165963494,22,162,21,160,1,0,2,0.9876543209876543,0.0,0.045454545454545456,0.125,0.11538461538461539,0.9545454545454546
bench_recognize_dlib_20260908_0707,dlib,kiem-chuc-nang,0.8249772161095585,22,162,21,160,1,0,2,0.9876543209876543,0.0,0.045454545454545456,0.125,0.11538461538461539,0.9545454545454546
bench_recognize_dlib_20260908_0707,dlib,kiem-chuc-nang,0.8257827725841771,22,162,21,160,1,0,2,0.9876543209876543,0.0,0.045454545454545456,0.125,0.11538461538461539,0.9545454545454546
bench_recognize_dlib_20260908_0707,dlib,kiem-chuc-nang,0.8265883290587958,22,162,21,160,1,0,2,0.9876543209876543,0.0,0.045454545454545456,0.125,0.11538461538461539,0.9545454545454546
bench_recognize_dlib_20260908_0707,dlib,kiem-chuc-nang,0.8273938855334143,22,162,21,160,1,0,2,0.9876543209876543,0.0,0.045454545454545456,0.125,0.11538461538461539,0.9545454545454546
bench_recognize_dlib_20260908_0707,dlib,kiem-chuc-nang,0.8281994420080329,22,162,21,160,1,0,2,0.9876543209876543,0.0,0.045454545454545456,0.125,0.11538461538461539,0.9545454545454546
bench_recognize_dlib_20260908_0707,dlib,kiem-chuc-nang,0.8290049984826514,22,162,21,160,1,0,2,0.9876543209876543,0.0,0.045454545454545456,0.125,0.11538461538461539,0.9545454545454546
bench_recognize_dlib_20260908_0707,dlib,kiem-chuc-nang,0.8298105549572701,22,162,21,160,1,0,2,0.9876543209876543,0.0,0.045454545454545456,0.125,0.11538461538461539,0.9545454545454546
bench_recognize_dlib_20260908_0707,dlib,kiem-chuc-nang,0.8306161114318886,22,162,21,160,1,0,2,0.9876543209876543,0.0,0.045454545454545456,0.125,0.11538461538461539,0.9545454545454546
bench_recognize_dlib_20260908_0707,dlib,kiem-chuc-nang,0.8314216679065072,22,162,21,160,1,0,2,0.9876543209876543,0.0,0.045454545454545456,0.125,0.11538461538461539,0.9545454545454546
bench_recognize_dlib_20260908_0707,dlib,kiem-chuc-nang,0.8322272243811257,22,162,21,159,1,0,3,0.9814814814814815,0.0,0.045454545454545456,0.13043478260869565,0.11602209944751381,0.9545454545454546
bench_recognize_dlib_20260908_0707,dlib,kiem-chuc-nang,0.8330327808557443,22,162,21,159,1,0,3,0.9814814814814815,0.0,0.045454545454545456,0.13043478260869565,0.11602209944751381,0.9545454545454546
bench_recognize_dlib_20260908_0707,dlib,kiem-chuc-nang,0.8338383373303629,22,162,21,159,1,0,3,0.9814814814814815,0.0,0.045454545454545456,0.13043478260869565,0.11602209944751381,0.9545454545454546
bench_recognize_dlib_20260908_0707,dlib,kiem-chuc-nang,0.8346438938049815,22,162,21,159,1,0,3,0.9814814814814815,0.0,0.045454545454545456,0.13043478260869565,0.11602209944751381,0.9545454545454546
bench_recognize_dlib_20260908_0707,dlib,kiem-chuc-nang,0.8354494502796,22,162,21,158,1,0,4,0.9753086419753086,0.0,0.045454545454545456,0.1358695652173913,0.11666666666666667,0.9545454545454546
bench_recognize_dlib_20260908_0707,dlib,kiem-chuc-nang,0.8362550067542186,22,162,21,158,1,0,4,0.9753086419753086,0.0,0.045454545454545456,0.1358695652173913,0.11666666666666667,0.9545454545454546
bench_recognize_dlib_20260908_0707,dlib,kiem-chuc-nang,0.8370605632288373,22,162,21,157,1,0,5,0.9691358024691358,0.0,0.045454545454545456,0.14130434782608695,0.11731843575418995,0.9545454545454546
bench_recognize_dlib_20260908_0707,dlib,kiem-chuc-nang,0.8378661197034558,22,162,21,157,1,0,5,0.9691358024691358,0.0,0.045454545454545456,0.14130434782608695,0.11731843575418995,0.9545454545454546
bench_recognize_dlib_20260908_0707,dlib,kiem-chuc-nang,0.8386716761780744,22,162,21,157,1,0,5,0.9691358024691358,0.0,0.045454545454545456,0.14130434782608695,0.11731843575418995,0.9545454545454546
bench_recognize_dlib_20260908_0707,dlib,kiem-chuc-nang,0.8394772326526929,22,162,21,157,1,0,5,0.9691358024691358,0.0,0.045454545454545456,0.14130434782608695,0.11731843575418995,0.9545454545454546
bench_recognize_dlib_20260908_0707,dlib,kiem-chuc-nang,0.8402827891273115,22,162,21,157,1,0,5,0.9691358024691358,0.0,0.045454545454545456,0.14130434782608695,0.11731843575418995,0.9545454545454546
bench_recognize_dlib_20260908_0707,dlib,kiem-chuc-nang,0.8410883456019301,22,162,21,157,1,0,5,0.9691358024691358,0.0,0.045454545454545456,0.14130434782608695,0.11731843575418995,0.9545454545454546
bench_recognize_dlib_20260908_0707,dlib,kiem-chuc-nang,0.8418939020765487,22,162,21,157,1,0,5,0.9691358024691358,0.0,0.045454545454545456,0.14130434782608695,0.11731843575418995,0.9545454545454546
bench_recognize_dlib_20260908_0707,dlib,kiem-chuc-nang,0.8426994585511672,22,162,21,157,1,0,5,0.9691358024691358,0.0,0.045454545454545456,0.14130434782608695,0.11731843575418995,0.9545454545454546
bench_recognize_dlib_20260908_0707,dlib,kiem-chuc-nang,0.8435050150257858,22,162,21,155,1,0,7,0.9567901234567902,0.0,0.045454545454545456,0.15217391304347827,0.11864406779661017,0.9545454545454546
bench_recognize_dlib_20260908_0707,dlib,kiem-chuc-nang,0.8443105715004044,22,162,21,154,1,0,8,0.9506172839506173,0.0,0.045454545454545456,0.15760869565217392,0.11931818181818182,0.9545454545454546
bench_recognize_dlib_20260908_0707,dlib,kiem-chuc-nang,0.845116127975023,22,162,21,153,1,0,9,0.9444444444444444,0.0,0.045454545454545456,0.16304347826086957,0.12,0.9545454545454546
bench_recognize_dlib_20260908_0707,dlib,kiem-chuc-nang,0.8459216844496416,22,162,21,153,1,0,9,0.9444444444444444,0.0,0.045454545454545456,0.16304347826086957,0.12,0.9545454545454546
bench_recognize_dlib_20260908_0707,dlib,kiem-chuc-nang,0.8467272409242601,22,162,21,153,1,0,9,0.9444444444444444,0.0,0.045454545454545456,0.16304347826086957,0.12,0.9545454545454546
bench_recognize_dlib_20260908_0707,dlib,kiem-chuc-nang,0.8475327973988787,22,162,21,153,1,0,9,0.9444444444444444,0.0,0.045454545454545456,0.16304347826086957,0.12,0.9545454545454546
bench_recognize_dlib_20260908_0707,dlib,kiem-chuc-nang,0.8483383538734973,22,162,21,153,1,0,9,0.9444444444444444,0.0,0.045454545454545456,0.16304347826086957,0.12,0.9545454545454546
bench_recognize_dlib_20260908_0707,dlib,kiem-chuc-nang,0.8491439103481159,22,162,21,153,1,0,9,0.9444444444444444,0.0,0.045454545454545456,0.16304347826086957,0.12,0.9545454545454546
bench_recognize_dlib_20260908_0707,dlib,kiem-chuc-nang,0.8499494668227344,22,162,21,152,1,0,10,0.9382716049382716,0.0,0.045454545454545456,0.16847826086956522,0.1206896551724138,0.9545454545454546
bench_recognize_dlib_20260908_0707,dlib,kiem-chuc-nang,0.850755023297353,22,162,21,152,1,0,10,0.9382716049382716,0.0,0.045454545454545456,0.16847826086956522,0.1206896551724138,0.9545454545454546
