run_id,backend,imgsz,threads,sample_idx,latency_lay_khung_ms,latency_ms,latency_tong_ms,fps_instant,fps_tong_instant,n_faces,conf_top,cpu_temp_c
bench_detect_camera_20260908_1449,onnx,320,4,35,8.009400000446476,94.97130000090692,102.9807000013534,10.529496805776594,9.710557414999682,0,,
bench_detect_camera_20260908_1449,onnx,320,4,36,15.904800005955622,58.22690000059083,74.13170000654645,17.174192683963135,13.489505837741365,0,,
bench_detect_camera_20260908_1449,onnx,320,4,37,10.397599995485507,39.89640000509098,50.29400000057649,25.064918134778953,19.88308744559068,0,,
bench_detect_camera_20260908_1449,onnx,320,4,38,10.823299991898239,34.82090000761673,45.64419999951497,28.71838464201844,21.908588605137705,0,,
bench_detect_camera_20260908_1449,onnx,320,4,39,12.229200001456775,31.31099999882281,43.54020000027958,31.937657693385606,22.967280811608095,0,,
bench_detect_camera_20260908_1449,onnx,320,4,40,7.891199988080189,22.683300005155616,30.574499993235804,44.08529622112802,32.70699439798644,0,,
bench_detect_camera_20260908_1449,onnx,320,4,41,7.35770000028424,22.784500004490837,30.142200004775077,43.88948626491253,33.17607871494389,0,,
bench_detect_camera_20260908_1449,onnx,320,4,42,5.923200005781837,23.808800004189834,29.73200000997167,42.00127683142458,33.63379522617432,0,,
bench_detect_camera_20260908_1449,onnx,320,4,43,8.080300001893193,24.61970000877045,32.70000001066364,40.617879163587,30.581039745379044,0,,
bench_detect_camera_20260908_1449,onnx,320,4,44,8.558800007449463,29.016000000410713,37.574800007860176,34.46374414067567,26.613581437314703,0,,
bench_detect_camera_20260908_1449,onnx,320,4,45,8.896500003174879,26.89549999195151,35.79199999512639,37.18094106074438,27.939204295266116,0,,
bench_detect_camera_20260908_1449,onnx,320,4,46,8.464999991701916,22.580700009712018,31.045700001413934,44.28560671590772,32.21057988560272,0,,
bench_detect_camera_20260908_1449,onnx,320,4,47,5.797700010589324,19.65399998880457,25.451699999393895,50.88022797240389,39.29010635925356,0,,
bench_detect_camera_20260908_1449,onnx,320,4,48,8.445899991784245,24.490499999956228,32.93639999174047,40.83215940882331,30.36154528882246,0,,
bench_detect_camera_20260908_1449,onnx,320,4,49,8.9808000047924,28.275699994992465,37.256499999784864,35.36605637268385,26.840953927657576,0,,
bench_detect_camera_20260908_1449,onnx,320,4,50,8.70809999469202,24.916300011682324,33.624400006374344,40.13436985150834,29.740307628104144,0,,
bench_detect_camera_20260908_1449,onnx,320,4,51,6.808899997849949,25.667700014309958,32.476600012159906,38.95947044115724,30.79140056611774,0,,
bench_detect_camera_20260908_1449,onnx,320,4,52,8.094999997410923,30.68719999282621,38.78219999023713,32.58687662066827,25.785025095320425,0,,
bench_detect_camera_20260908_1449,onnx,320,4,53,7.638299997779541,29.453600000124425,37.091899997903965,33.95170709168915,26.96006405863569,0,,
bench_detect_camera_20260908_1449,onnx,320,4,54,9.09549999050796,28.540600003907457,37.63609999441542,35.03780578765307,26.57023443312096,0,,
bench_detect_camera_20260908_1449,onnx,320,4,55,9.24079999094829,25.03600000636652,34.27679999731481,39.94248281457523,29.174251974464898,0,,
bench_detect_camera_20260908_1449,onnx,320,4,56,6.563499991898425,20.706900002551265,27.27039999444969,48.29308104432781,36.669795830040215,0,,
bench_detect_camera_20260908_1449,onnx,320,4,57,6.09380000969395,24.636499991174787,30.730300000868738,40.590181249699306,32.54117271786251,0,,
bench_detect_camera_20260908_1449,onnx,320,4,58,5.920999989029951,22.077000001445413,27.997999990475364,45.29600941860436,35.716836929073146,0,,
bench_detect_camera_20260908_1449,onnx,320,4,59,9.383800002979115,25.25339998828713,34.63719999126624,39.598628321881954,28.87069394327918,0,,
bench_detect_camera_20260908_1449,onnx,320,4,60,7.637100003194064,26.350700005423278,33.98780000861734,37.949655978558006,29.422322119891778,0,,
bench_detect_camera_20260908_1449,onnx,320,4,61,5.699100001947954,24.36150000721682,30.060600009164773,41.04837549837905,33.26613572899821,0,,
bench_detect_camera_20260908_1449,onnx,320,4,62,6.2682999996468425,21.457199996802956,27.7254999964498,46.60440319095671,36.06787975430734,0,,
bench_detect_camera_20260908_1449,onnx,320,4,63,7.9670999984955415,25.523300006170757,33.4904000046663,39.179886603935635,29.85930296027123,0,,
bench_detect_camera_20260908_1449,onnx,320,4,64,7.006100000580773,26.49329999985639,33.49940000043716,37.74539223144797,29.851280918074657,0,,
bench_detect_camera_20260908_1449,onnx,320,4,65,8.025399991311133,27.425499996752478,35.45089998806361,36.46241636865007,28.208028578589033,0,,
bench_detect_camera_20260908_1449,onnx,320,4,66,10.537100009969436,28.761499997926876,39.29860000789631,34.76870121767223,25.446199096127316,0,,
bench_detect_camera_20260908_1449,onnx,320,4,67,4.858400003286079,18.708000003243797,23.566400006529875,53.45306819684676,42.43329484872174,0,,
bench_detect_camera_20260908_1449,onnx,320,4,68,7.442500005709007,23.356299992883578,30.798799998592585,42.8150006766778,32.468797487100055,0,,
bench_detect_camera_20260908_1449,onnx,320,4,69,6.551800004672259,25.16369998920709,31.715499993879348,39.73978391209989,31.530324295470233,0,,
bench_detect_camera_20260908_1449,onnx,320,4,70,6.375800003297627,21.6284999914933,28.004299994790927,46.23529141610883,35.70880186921329,0,,
bench_detect_camera_20260908_1449,onnx,320,4,71,5.725700000766665,26.616900009685196,32.34260001045186,37.57011521387262,30.918973727431908,0,,
bench_detect_camera_20260908_1449,onnx,320,4,72,7.4613000033423305,24.067899998044595,31.529200001386926,41.54911729237887,31.716630931200644,0,,
bench_detect_camera_20260908_1449,onnx,320,4,73,7.1450999967055395,31.058399996254593,38.20349999296013,32.197408756426356,26.175612186953362,0,,
bench_detect_camera_20260908_1449,onnx,320,4,74,5.987800002912991,26.357899987488054,32.345699990401044,37.93928956687348,30.916010483519027,0,,
bench_detect_camera_20260908_1449,onnx,320,4,75,6.599700005608611,27.35019999090582,33.94989999651443,36.5628039404651,29.455167764932092,0,,
bench_detect_camera_20260908_1449,onnx,320,4,76,9.497699997154996,20.222999999532476,29.720699996687472,49.44864758063188,33.64658302501137,0,,
bench_detect_camera_20260908_1449,onnx,320,4,77,5.635099994833581,21.87209999829065,27.50719999312423,45.720346929565615,36.354118203596244,0,,
bench_detect_camera_20260908_1449,onnx,320,4,78,8.958099992014468,24.249900001450442,33.20799999346491,41.237283450248775,30.113225734666123,0,,
bench_detect_camera_20260908_1449,onnx,320,4,79,8.944200002588332,29.766199993900955,38.710399996489286,33.59515155461222,25.83285112245525,0,,
bench_detect_camera_20260908_1449,onnx,320,4,80,10.226500002318062,30.477399996016175,40.703899998334236,32.81119780987598,24.56767042079319,0,,
bench_detect_camera_20260908_1449,onnx,320,4,81,8.626800001366064,28.860899998107925,37.48769999947399,34.64895412359138,26.675416203555606,0,,
bench_detect_camera_20260908_1449,onnx,320,4,82,9.696900000562891,26.54140000231564,36.23830000287853,37.67698764619627,27.595113455117005,0,,
bench_detect_camera_20260908_1449,onnx,320,4,83,5.43679999827873,35.65819999494124,41.09499999321997,28.04404036496144,24.333860570993654,0,,
bench_detect_camera_20260908_1449,onnx,320,4,84,14.00850000209175,52.36399998830166,66.37249999039341,19.09708960781079,15.066480848916909,0,,
