run_id,backend,imgsz,threads,sample_idx,latency_ms,fps_instant,n_faces,conf_top,cpu_temp_c
bench_detect_20260903_2044,onnx,320,1,0,32.112300003063865,31.140715548390773,3,0.8670165538787842,
bench_detect_20260903_2044,onnx,320,1,1,39.71449999517063,25.179720256369897,1,0.8328515291213989,
bench_detect_20260903_2044,onnx,320,1,2,30.111000000033528,33.2104546510872,2,0.8697807192802429,
bench_detect_20260903_2044,onnx,320,1,3,46.13779999635881,21.67420206596153,1,0.8827570080757141,
bench_detect_20260903_2044,onnx,320,1,4,34.86259999772301,28.684033894927897,1,0.8138214349746704,
bench_detect_20260903_2044,onnx,320,1,5,31.58390000317013,31.661701053373026,1,0.8523721694946289,
bench_detect_20260903_2044,onnx,320,1,6,40.41290000168374,24.744574132475933,1,0.855189323425293,
bench_detect_20260903_2044,onnx,320,1,7,43.943999997281935,22.756235209854655,2,0.8453751802444458,
bench_detect_20260903_2044,onnx,320,1,8,32.790099998237565,30.49700976983141,1,0.8628569841384888,
bench_detect_20260903_2044,onnx,320,1,9,30.167499993694946,33.1482555799785,1,0.8440912365913391,
bench_detect_20260903_2044,onnx,320,1,10,31.75589999591466,31.490211271878554,1,0.831957995891571,
bench_detect_20260903_2044,onnx,320,1,11,32.57639999355888,30.697069049917225,2,0.8591516613960266,
bench_detect_20260903_2044,onnx,320,1,12,31.636400002753362,31.609159067181114,1,0.8425641059875488,
bench_detect_20260903_2044,onnx,320,1,13,31.098400002520066,32.15599516113256,2,0.8373713493347168,
bench_detect_20260903_2044,onnx,320,1,14,31.879800000751857,31.367825393396945,1,0.8705068826675415,
bench_detect_20260903_2044,onnx,320,1,15,33.49990000424441,29.85083537184591,1,0.8714592456817627,
bench_detect_20260903_2044,onnx,320,1,16,29.588299999886658,33.797142789678034,2,0.8616288900375366,
bench_detect_20260903_2044,onnx,320,1,17,38.7027999968268,25.83792387325953,3,0.8603709936141968,
bench_detect_20260903_2044,onnx,320,1,18,30.586200002289843,32.69448313046847,2,0.8776817321777344,
bench_detect_20260903_2044,onnx,320,1,19,42.61709999991581,23.464759451064843,1,0.8844539523124695,
bench_detect_20260903_2044,onnx,320,1,20,57.08779999986291,17.516877511524378,2,0.8719533681869507,
bench_detect_20260903_2044,onnx,320,1,21,36.552199999277946,27.358134394639833,1,0.857478141784668,
bench_detect_20260903_2044,onnx,320,1,22,32.36820000165608,30.89451992847413,1,0.8467496633529663,
bench_detect_20260903_2044,onnx,320,1,23,30.547800000931602,32.735581612080196,1,0.8392353057861328,
bench_detect_20260903_2044,onnx,320,1,24,35.37779999896884,28.26631390389304,1,0.866562008857727,
bench_detect_20260903_2044,onnx,320,1,25,35.18679999979213,28.41974831487682,3,0.8383882641792297,
bench_detect_20260903_2044,onnx,320,1,26,41.78629999660188,23.931288486449418,3,0.8507544994354248,
bench_detect_20260903_2044,onnx,320,1,27,40.50270000152523,24.689712042958682,1,0.8478227853775024,
bench_detect_20260903_2044,onnx,320,1,28,39.337000001978595,25.421359024574866,1,0.8780727386474609,
bench_detect_20260903_2044,onnx,320,1,29,35.80769999825861,27.926954259799754,1,0.8478468656539917,
bench_detect_20260903_2044,onnx,320,1,30,29.62880000268342,33.750945023403986,1,0.8513926267623901,
bench_detect_20260903_2044,onnx,320,1,31,29.725499996857252,33.64114985805876,1,0.8696877360343933,
bench_detect_20260903_2044,onnx,320,1,32,33.13670000352431,30.178020137601006,2,0.8461759090423584,
bench_detect_20260903_2044,onnx,320,1,33,40.77369999868097,24.525613325068612,1,0.838685154914856,
bench_detect_20260903_2044,onnx,320,1,34,32.78950000094483,30.497567818087653,2,0.8442750573158264,
bench_detect_20260903_2044,onnx,320,1,35,41.75930000201333,23.946761558545933,1,0.850351095199585,
bench_detect_20260903_2044,onnx,320,1,36,47.130499995546415,21.21768281886453,1,0.8418047428131104,
bench_detect_20260903_2044,onnx,320,1,37,34.1504999960307,29.282148141790884,1,0.8386183977127075,
bench_detect_20260903_2044,onnx,320,1,38,40.818199995555915,24.49887550428179,1,0.8658446669578552,
bench_detect_20260903_2044,onnx,320,1,39,35.903999996662606,27.85204991346238,2,0.856457531452179,
bench_detect_20260903_2044,onnx,320,1,40,37.55760000058217,26.62576948432539,1,0.8289919495582581,
bench_detect_20260903_2044,onnx,320,1,41,37.99139999318868,26.32174650524292,1,0.858521044254303,
bench_detect_20260903_2044,onnx,320,1,42,35.38329999719281,28.26192017362249,2,0.8730190396308899,
bench_detect_20260903_2044,onnx,320,1,43,30.908100001397543,32.353978405491894,1,0.8458724617958069,
bench_detect_20260903_2044,onnx,320,1,44,30.119200004264712,33.201413047438365,1,0.8432605266571045,
bench_detect_20260903_2044,onnx,320,1,45,35.36059999896679,28.280063121927206,1,0.8354377746582031,
bench_detect_20260903_2044,onnx,320,1,46,37.37819999514613,26.753562240286,1,0.8780818581581116,
bench_detect_20260903_2044,onnx,320,1,47,34.75149999576388,28.775736302660246,1,0.8653022050857544,
bench_detect_20260903_2044,onnx,320,1,48,29.985499997565057,33.34945223795515,1,0.8466675281524658,
bench_detect_20260903_2044,onnx,320,1,49,33.486300002550706,29.862958879417207,1,0.8357389569282532,
bench_detect_20260903_2044,onnx,320,1,50,36.443100005271845,27.440036655919513,2,0.8686115145683289,
bench_detect_20260903_2044,onnx,320,1,51,35.009299994271714,28.563838756091148,1,0.8685365915298462,
bench_detect_20260903_2044,onnx,320,1,52,33.88540000014473,29.511234927010715,1,0.845445990562439,
bench_detect_20260903_2044,onnx,320,1,53,34.36129999317927,29.1025077688708,1,0.8381633758544922,
bench_detect_20260903_2044,onnx,320,1,54,31.59140000207117,31.65418436455614,1,0.8505581617355347,
bench_detect_20260903_2044,onnx,320,1,55,29.234199995698873,34.206511556571634,1,0.8439571261405945,
bench_detect_20260903_2044,onnx,320,1,56,39.81819999899017,25.11414378413291,1,0.837119460105896,
bench_detect_20260903_2044,onnx,320,1,57,37.59919999720296,26.59631056177767,1,0.8488036394119263,
bench_detect_20260903_2044,onnx,320,1,58,30.74229999765521,32.52847054632453,3,0.8435398936271667,
bench_detect_20260903_2044,onnx,320,1,59,30.499399996188004,32.787530250594635,1,0.8659918308258057,
bench_detect_20260903_2044,onnx,320,1,60,38.6958999952185,25.842531124061363,2,0.8362575769424438,
bench_detect_20260903_2044,onnx,320,1,61,37.23750000062864,26.85464921069132,1,0.8402531147003174,
bench_detect_20260903_2044,onnx,320,1,62,46.17510000389302,21.656693757364685,2,0.8753020167350769,
bench_detect_20260903_2044,onnx,320,1,63,45.828700000129174,21.82038766094568,1,0.8739726543426514,
bench_detect_20260903_2044,onnx,320,1,64,33.77069999987725,29.61146792940729,1,0.8813583850860596,
bench_detect_20260903_2044,onnx,320,1,65,31.231399996613618,32.01905774664052,1,0.8344632387161255,
bench_detect_20260903_2044,onnx,320,1,66,32.460700000228826,30.806482916047734,2,0.8658980131149292,
bench_detect_20260903_2044,onnx,320,1,67,38.24229999736417,26.14905484421503,1,0.8395222425460815,
bench_detect_20260903_2044,onnx,320,1,68,41.550600006303284,24.067041146175953,2,0.8659771084785461,
bench_detect_20260903_2044,onnx,320,1,69,44.29019999952288,22.57835819234893,1,0.866417407989502,
bench_detect_20260903_2044,onnx,320,1,70,35.18610000173794,28.4203137020189,1,0.8556604385375977,
bench_detect_20260903_2044,onnx,320,1,71,32.20119999605231,31.05474330529901,1,0.8706233501434326,
bench_detect_20260903_2044,onnx,320,1,72,31.270399995264597,31.97912403267736,1,0.8552780747413635,
bench_detect_20260903_2044,onnx,320,1,73,30.672100001538638,32.602919263755524,1,0.8395992517471313,
bench_detect_20260903_2044,onnx,320,1,74,30.876700002409052,32.38688071983011,1,0.8509736657142639,
bench_detect_20260903_2044,onnx,320,1,75,33.29600000142818,30.03363767290685,1,0.8412090539932251,
bench_detect_20260903_2044,onnx,320,1,76,34.128200000850484,29.301281637328653,2,0.855376124382019,
bench_detect_20260903_2044,onnx,320,1,77,56.5268999998807,17.690692396047023,1,0.858833372592926,
bench_detect_20260903_2044,onnx,320,1,78,45.36569999618223,22.04308541660672,1,0.8597094416618347,
bench_detect_20260903_2044,onnx,320,1,79,38.65609999775188,25.86913837811256,3,0.8422050476074219,
bench_detect_20260903_2044,onnx,320,1,80,39.216299999679904,25.49960093145356,1,0.8683744668960571,
bench_detect_20260903_2044,onnx,320,1,81,34.99320000264561,28.576980668369757,1,0.861799955368042,
